type,assignee,createdAt,created_at_epoch,description,comments,id,url
New Feature,James Strachan,08/Jul/07 06:02,1183874520,to make it easy to perform conditional routing based on if a message matches a certain XSD etc,"[{""author"": ""James Strachan"", ""created_at"": ""07/Aug/07 16:36"", ""created_at_epoch"": 1186504560, ""text"": ""For JAXP validation (XSD) seehttp://cwiki.apache.org/CAMEL/validation.htmlfor RelaxNG seehttp://cwiki.apache.org/CAMEL/jing.html""}]",67,https://issues.apache.org/jira/browse/CAMEL-67
New Feature,James Strachan,08/Jul/07 06:07,1183874820,,[],68,https://issues.apache.org/jira/browse/CAMEL-68
New Feature,James Strachan,08/Jul/07 06:15,1183875300,,[],69,https://issues.apache.org/jira/browse/CAMEL-69
New Feature,James Strachan,08/Jul/07 06:24,1183875840,"we could keep support for queue: prefix for a short while, deprecating it; then remove it completely in 1.2.the name ""seda:"" is probably better",[],70,https://issues.apache.org/jira/browse/CAMEL-70
Improvement,James Strachan,08/Jul/07 06:38,1183876680,,"[{""author"": ""James Strachan"", ""created_at"": ""30/Jul/07 16:50"", ""created_at_epoch"": 1185814200, ""text"": ""Code committed; also the old[From|To|*]Builder classes have been removed and replaced with the camel.model.*Type classes which map to the JAXB2 XML too""}]",71,https://issues.apache.org/jira/browse/CAMEL-71
Bug,Willem Jiang,08/Jul/07 10:33,1183890780,"Because of the File.separator is different between the unix and windows system.So the test can't pass in windows box.I just attached a patch for it.Please have a look at it, I tested it in windows box.",[],72,https://issues.apache.org/jira/browse/CAMEL-72
Improvement,Willem Jiang,09/Jul/07 06:07,1183961220,"This demo only setup the router and does not show how the messages which should be routedI did as the REAME said, but I only get the some broker service start up code info.I can't see the Received exchange: *** logger info as the camel-example-jms-file shows.We need to add the code or description to show how to generate the jms message for the router.",[],73,https://issues.apache.org/jira/browse/CAMEL-73
New Feature,James Strachan,12/Jul/07 11:31,1184239860,,"[{""author"": ""James Strachan"", ""created_at"": ""12/Jul/07 11:33"", ""created_at_epoch"": 1184239980, ""text"": ""See the camel-juel module committed at rev: 555586""}, {""author"": ""James Strachan"", ""created_at"": ""12/Jul/07 12:04"", ""created_at_epoch"": 1184241840, ""text"": ""Docs athttp://activemq.apache.org/camel/el.html""}]",74,https://issues.apache.org/jira/browse/CAMEL-74
Sub-task,Jonas B. Lim,17/Jul/07 06:46,1184654760,"let's  move  internal links inside docbook. Currently, all the links are pointing to the website url","[{""author"": ""James Strachan"", ""created_at"": ""16/Aug/07 07:30"", ""created_at_epoch"": 1187249400, ""text"": ""Hiram's change to use princexml.com fixes this issue""}]",75,https://issues.apache.org/jira/browse/CAMEL-75
Sub-task,Jonas B. Lim,23/Jul/07 11:32,1185190320,I wonder if this warning is an issue? Am wondering if pretty-printing formatting the XML as its written to disk (with newlines and indentations) would fix it?[INFO][docbkx:generate-pdf{execution: execution2}][INFO]Processing manual.xml[INFO]Using com.icl.saxon.aelfred.SAXDriver as SAX2 Parser[INFO]building formatting object tree[INFO]setting up fonts[INFO][1][INFO][2][INFO][1][INFO][2][INFO]area contents overflows area in line[INFO][3][INFO]area contents overflows area in line,"[{""author"": ""Jonas B. Lim"", ""created_at"": ""26/Jul/07 09:47"", ""created_at_epoch"": 1185443220, ""text"": ""fixed in rev.  559771""}]",76,https://issues.apache.org/jira/browse/CAMEL-76
Improvement,James Strachan,26/Jul/07 18:22,1185474120,,"[{""author"": ""James Strachan"", ""created_at"": ""03/Aug/07 20:20"", ""created_at_epoch"": 1186172400, ""text"": ""The ETL Sample shows this working finehttp://activemq.apache.org/camel/etl-example.html""}]",77,https://issues.apache.org/jira/browse/CAMEL-77
Improvement,James Strachan,26/Jul/07 18:44,1185475440,,"[{""author"": ""James Strachan"", ""created_at"": ""26/Jul/07 18:45"", ""created_at_epoch"": 1185475500, ""text"": ""code successfully converted to JAXB2 now and all tests now passing""}]",78,https://issues.apache.org/jira/browse/CAMEL-78
Improvement,James Strachan,27/Jul/07 08:37,1185525420,,"[{""author"": ""James Strachan"", ""created_at"": ""27/Jul/07 12:22"", ""created_at_epoch"": 1185538920, ""text"": ""Initial code checked in.Documentation is here:http://cwiki.apache.org/CAMEL/etl-example.html""}]",79,https://issues.apache.org/jira/browse/CAMEL-79
Bug,Hadrian Zbarcea,27/Jul/07 14:04,1185545040,"Caused by:<4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.at org.apache.openjpa.meta.ClassMetaData.resolveMeta(ClassMetaData.java:1590)at org.apache.openjpa.meta.ClassMetaData.resolve(ClassMetaData.java:1564)at org.apache.openjpa.meta.MetaDataRepository.processBuffer(MetaDataRepository.java:654)at org.apache.openjpa.meta.MetaDataRepository.resolveMeta(MetaDataRepository.java:554)at org.apache.openjpa.meta.MetaDataRepository.resolve(MetaDataRepository.java:479)at org.apache.openjpa.meta.MetaDataRepository.getMetaData(MetaDataRepository.java:283)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getClassMetaData(JPQLExpressionBuilder.java:162)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.resolveClassMetaData(JPQLExpressionBuilder.java:131)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateMetaData(JPQLExpressionBuilder.java:211)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateMetaData(JPQLExpressionBuilder.java:181)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateType(JPQLExpressionBuilder.java:174)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.access$500(JPQLExpressionBuilder.java:61)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder$ParsedJPQL.populate(JPQLExpressionBuilder.java:1657)at org.apache.openjpa.kernel.jpql.JPQLParser.populate(JPQLParser.java:52)at org.apache.openjpa.kernel.ExpressionStoreQuery.populateFromCompilation(ExpressionStoreQuery.java:145)at org.apache.openjpa.kernel.QueryImpl.newCompilation(QueryImpl.java:642)at org.apache.openjpa.kernel.QueryImpl.compilationFromCache(QueryImpl.java:623)at org.apache.openjpa.kernel.QueryImpl.compileForCompilation(QueryImpl.java:589)at org.apache.openjpa.kernel.QueryImpl.compileForExecutor(QueryImpl.java:651)at org.apache.openjpa.kernel.QueryImpl.getOperation(QueryImpl.java:1464)at org.apache.openjpa.kernel.DelegatingQuery.getOperation(DelegatingQuery.java:120)at org.apache.openjpa.persistence.QueryImpl.execute(QueryImpl.java:202)at org.apache.openjpa.persistence.QueryImpl.getResultList(QueryImpl.java:251)at org.springframework.orm.jpa.JpaTemplate$9.doInJpa(JpaTemplate.java:313)at org.springframework.orm.jpa.JpaTemplate.execute(JpaTemplate.java:191)at org.springframework.orm.jpa.JpaTemplate.executeFind(JpaTemplate.java:158)at org.springframework.orm.jpa.JpaTemplate.find(JpaTemplate.java:305)at org.apache.camel.processor.idempotent.jpa.JpaMessageIdRepository$1.doInTransaction(JpaMessageIdRepository.java:76)at org.springframework.transaction.support.TransactionTemplate.execute(TransactionTemplate.java:127)at org.apache.camel.processor.idempotent.jpa.JpaMessageIdRepository.contains(JpaMessageIdRepository.java:73)at org.apache.camel.processor.idempotent.IdempotentConsumer.process(IdempotentConsumer.java:57)at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:77)at org.apache.camel.component.direct.DirectEndpoint.process(DirectEndpoint.java:65)at org.apache.camel.component.direct.DirectEndpoint$1.process(DirectEndpoint.java:54)at org.apache.camel.util.ProducerCache.send(ProducerCache.java:91)at org.apache.camel.CamelTemplate.send(CamelTemplate.java:93)at org.apache.camel.processor.IdempotentConsumerTest.sendMessage(IdempotentConsumerTest.java:51)at org.apache.camel.processor.IdempotentConsumerTest.testDuplicateMessagesAreFilteredOut(IdempotentConsumerTest.java:40)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)at java.lang.reflect.Method.invoke(Method.java:585)at junit.framework.TestCase.runTest(TestCase.java:168)at junit.framework.TestCase.runBare(TestCase.java:134)at junit.framework.TestResult$1.protect(TestResult.java:110)at junit.framework.TestResult.runProtected(TestResult.java:128)at junit.framework.TestResult.run(TestResult.java:113)at junit.framework.TestCase.run(TestCase.java:124)at junit.framework.TestSuite.runTest(TestSuite.java:232)at junit.framework.TestSuite.run(TestSuite.java:227)at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:128)at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:460)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:673)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:386)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:196)[                          main] DeadLetterChannel              ERROR On delivery attempt: 3 caught: org.springframework.dao.InvalidDataAccessApiUsageException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.; nested exception is <4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.org.springframework.dao.InvalidDataAccessApiUsageException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.; nested exception is <4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.Caused by:<4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.at org.apache.openjpa.meta.ClassMetaData.resolveMeta(ClassMetaData.java:1590)at org.apache.openjpa.meta.ClassMetaData.resolve(ClassMetaData.java:1564)at org.apache.openjpa.meta.MetaDataRepository.processBuffer(MetaDataRepository.java:654)at org.apache.openjpa.meta.MetaDataRepository.resolveMeta(MetaDataRepository.java:554)at org.apache.openjpa.meta.MetaDataRepository.resolve(MetaDataRepository.java:479)at org.apache.openjpa.meta.MetaDataRepository.getMetaData(MetaDataRepository.java:283)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getClassMetaData(JPQLExpressionBuilder.java:162)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.resolveClassMetaData(JPQLExpressionBuilder.java:131)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateMetaData(JPQLExpressionBuilder.java:211)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateMetaData(JPQLExpressionBuilder.java:181)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getCandidateType(JPQLExpressionBuilder.java:174)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.access$500(JPQLExpressionBuilder.java:61)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder$ParsedJPQL.populate(JPQLExpressionBuilder.java:1657)at org.apache.openjpa.kernel.jpql.JPQLParser.populate(JPQLParser.java:52)at org.apache.openjpa.kernel.ExpressionStoreQuery.populateFromCompilation(ExpressionStoreQuery.java:145)at org.apache.openjpa.kernel.QueryImpl.newCompilation(QueryImpl.java:642)at org.apache.openjpa.kernel.QueryImpl.compilationFromCache(QueryImpl.java:623)at org.apache.openjpa.kernel.QueryImpl.compileForCompilation(QueryImpl.java:589)at org.apache.openjpa.kernel.QueryImpl.compileForExecutor(QueryImpl.java:651)at org.apache.openjpa.kernel.QueryImpl.getOperation(QueryImpl.java:1464)at org.apache.openjpa.kernel.DelegatingQuery.getOperation(DelegatingQuery.java:120)at org.apache.openjpa.persistence.QueryImpl.execute(QueryImpl.java:202)at org.apache.openjpa.persistence.QueryImpl.getResultList(QueryImpl.java:251)at org.springframework.orm.jpa.JpaTemplate$9.doInJpa(JpaTemplate.java:313)at org.springframework.orm.jpa.JpaTemplate.execute(JpaTemplate.java:191)at org.springframework.orm.jpa.JpaTemplate.executeFind(JpaTemplate.java:158)at org.springframework.orm.jpa.JpaTemplate.find(JpaTemplate.java:305)at org.apache.camel.processor.idempotent.jpa.JpaMessageIdRepository$1.doInTransaction(JpaMessageIdRepository.java:76)at org.springframework.transaction.support.TransactionTemplate.execute(TransactionTemplate.java:127)at org.apache.camel.processor.idempotent.jpa.JpaMessageIdRepository.contains(JpaMessageIdRepository.java:73)at org.apache.camel.processor.idempotent.IdempotentConsumer.process(IdempotentConsumer.java:57)at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:77)at org.apache.camel.component.direct.DirectEndpoint.process(DirectEndpoint.java:65)at org.apache.camel.component.direct.DirectEndpoint$1.process(DirectEndpoint.java:54)at org.apache.camel.util.ProducerCache.send(ProducerCache.java:91)at org.apache.camel.CamelTemplate.send(CamelTemplate.java:93)at org.apache.camel.processor.IdempotentConsumerTest.sendMessage(IdempotentConsumerTest.java:51)at org.apache.camel.processor.IdempotentConsumerTest.testDuplicateMessagesAreFilteredOut(IdempotentConsumerTest.java:40)at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)at java.lang.reflect.Method.invoke(Method.java:585)at junit.framework.TestCase.runTest(TestCase.java:168)at junit.framework.TestCase.runBare(TestCase.java:134)at junit.framework.TestResult$1.protect(TestResult.java:110)at junit.framework.TestResult.runProtected(TestResult.java:128)at junit.framework.TestResult.run(TestResult.java:113)at junit.framework.TestCase.run(TestCase.java:124)at junit.framework.TestSuite.runTest(TestSuite.java:232)at junit.framework.TestSuite.run(TestSuite.java:227)at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:128)at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:460)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:673)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:386)at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:196)[                          main] DeadLetterChannel              ERROR On delivery attempt: 4 caught: org.springframework.dao.InvalidDataAccessApiUsageException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.; nested exception is <4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.org.springframework.dao.InvalidDataAccessApiUsageException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.; nested exception is <4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.Caused by:<4|true|0.9.6-incubating> org.apache.openjpa.persistence.ArgumentException: The type ""class org.apache.camel.processor.idempotent.jpa.MessageProcessed"" has not been enhanced.at org.apache.openjpa.meta.ClassMetaData.resolveMeta(ClassMetaData.java:1590)at org.apache.openjpa.meta.ClassMetaData.resolve(ClassMetaData.java:1564)at org.apache.openjpa.meta.MetaDataRepository.processBuffer(MetaDataRepository.java:654)at org.apache.openjpa.meta.MetaDataRepository.resolveMeta(MetaDataRepository.java:554)at org.apache.openjpa.meta.MetaDataRepository.resolve(MetaDataRepository.java:479)at org.apache.openjpa.meta.MetaDataRepository.getMetaData(MetaDataRepository.java:283)at org.apache.openjpa.kernel.jpql.JPQLExpressionBuilder.getClassMetaData(JPQLExpressionBuilder.java:162)[...]","[{""author"": null, ""created_at"": ""27/Jul/07 14:07"", ""created_at_epoch"": 1185545220, ""text"": ""Possible cleanup issue.  The test always works on a clean working copy.  Subsequent runs consistently fail.  Removing the target dir manually causes the test to pass once.This happens on winxp, don't know about other platforms.""}, {""author"": ""James Strachan"", ""created_at"": ""30/Jul/07 16:26"", ""created_at_epoch"": 1185812760, ""text"": ""I wonder if switching the database to use HSQL DB (i.e. memory only) fixes this?""}, {""author"": ""James Strachan"", ""created_at"": ""10/Aug/07 07:39"", ""created_at_epoch"": 1186731540, ""text"": ""set the patch available flag""}, {""author"": ""James Strachan"", ""created_at"": ""10/Aug/07 07:56"", ""created_at_epoch"": 1186732560, ""text"": ""Patch applied with thanks! I made a minor change, cleaning up the repo on the start of the test rather than the end (in case a test fails mid-way through)""}, {""author"": null, ""created_at"": ""16/Aug/07 04:49"", ""created_at_epoch"": 1187239740, ""text"": ""The call to the cleanup method is actually commented out, so the cleanup doesn't take place.""}, {""author"": null, ""created_at"": ""16/Aug/07 04:52"", ""created_at_epoch"": 1187239920, ""text"": ""Also updated log4j.properties to make test cases succeed silently.""}, {""author"": ""James Strachan"", ""created_at"": ""20/Aug/07 18:05"", ""created_at_epoch"": 1187633100, ""text"": ""Patch applied with thanks! can you double check all the patches you intended have been applied correctly please? We can reopen if we've missed anything""}]",80,https://issues.apache.org/jira/browse/CAMEL-80
Bug,Hadrian Zbarcea,27/Jul/07 14:31,1185546660,"With the current logic, during stop the service is both started and stopped.",[],81,https://issues.apache.org/jira/browse/CAMEL-81
New Feature,James Strachan,01/Aug/07 05:28,1185946080,"e.g. with a wire tap it'd be nice to doto(""log:theLoggingCategory?level=error"")",[],82,https://issues.apache.org/jira/browse/CAMEL-82
Improvement,Brian McCallister,02/Aug/07 23:06,1186095960,"Converting from String to ByteBuffer is pretty straightforward, we should supply a TypeConverter which can do so","[{""author"": ""James Strachan"", ""created_at"": ""04/Aug/07 09:48"", ""created_at_epoch"": 1186220880, ""text"": ""we have bidirectional String <-> ByteBuffer converters now""}]",83,https://issues.apache.org/jira/browse/CAMEL-83
Improvement,Hadrian Zbarcea,02/Aug/07 23:41,1186098060,When there is no type converter available an NPE is thrown that requires tracing through sources to find root of problem,[],84,https://issues.apache.org/jira/browse/CAMEL-84
Bug,James Strachan,03/Aug/07 04:26,1186115160,It appears that the deprecation of the Queue component means the VM component incorrectly complains that it is deprecated.,[],85,https://issues.apache.org/jira/browse/CAMEL-85
Improvement,James Strachan,03/Aug/07 07:21,1186125660,Currently we have various approaches to POJOs in CamelPOJO component which provides a proxy to any interface; which creates a PojoInvocation as a message body which sends to a camel endpoint; then a server side which consumes the message and invokes the servera Bean component which binds messages to any bean in springa bean post processor (spring) which can inject various Camel resources via annotations; plus allows a method on a POJO to consume messages by binding flexibly the method to a message exchangea spring remoting implementationWe need to rationalise the code and promote reuse across these integration points.,[],86,https://issues.apache.org/jira/browse/CAMEL-86
New Feature,James Strachan,03/Aug/07 19:46,1186170360,,[],87,https://issues.apache.org/jira/browse/CAMEL-87
New Feature,James Strachan,06/Aug/07 14:00,1186408800,,"[{""author"": ""James Strachan"", ""created_at"": ""07/Aug/07 14:42"", ""created_at_epoch"": 1186497720, ""text"": ""code committed to camel-msv, just waiting for documentation""}, {""author"": ""James Strachan"", ""created_at"": ""07/Aug/07 16:37"", ""created_at_epoch"": 1186504620, ""text"": ""http://cwiki.apache.org/CAMEL/msv.html""}]",88,https://issues.apache.org/jira/browse/CAMEL-88
New Feature,James Strachan,07/Aug/07 09:52,1186480320,"So far it appears that Jing is the only library capable of validating using RNC, so lets have a camel-jing component",[],89,https://issues.apache.org/jira/browse/CAMEL-89
Improvement,James Strachan,08/Aug/07 15:16,1186586160,,[],90,https://issues.apache.org/jira/browse/CAMEL-90
New Feature,James Strachan,08/Aug/07 15:28,1186586880,,"[{""author"": ""James Strachan"", ""created_at"": ""08/Aug/07 17:45"", ""created_at_epoch"": 1186595100, ""text"": ""the code is in examples/camel-example-bam we just need the documentation""}, {""author"": ""James Strachan"", ""created_at"": ""13/Aug/07 18:03"", ""created_at_epoch"": 1187028180, ""text"": ""See the documentation here:http://cwiki.apache.org/CAMEL/bam-example.html""}]",91,https://issues.apache.org/jira/browse/CAMEL-91
New Feature,James Strachan,09/Aug/07 16:31,1186677060,See this discussion for details of the feature...http://www.nabble.com/Exception-based-routing-tf4226796s22882.html,"[{""author"": ""James Strachan"", ""created_at"": ""09/Aug/07 16:46"", ""created_at_epoch"": 1186677960, ""text"": ""Implementation committed; see these test cases...https://svn.apache.org/repos/asf/activemq/camel/trunk/camel-core/src/test/java/org/apache/camel/processor/InterceptRouteTest.javahttps://svn.apache.org/repos/asf/activemq/camel/trunk/camel-core/src/test/java/org/apache/camel/processor/InterceptWithPredicateAndProceedRouteTest.javahttps://svn.apache.org/repos/asf/activemq/camel/trunk/camel-core/src/test/java/org/apache/camel/processor/InterceptWithPredicateRouteTest.javahttps://svn.apache.org/repos/asf/activemq/camel/trunk/camel-core/src/test/java/org/apache/camel/processor/InterceptWithoutProceedRouteTest.javajust waiting for documentation...""}, {""author"": ""James Strachan"", ""created_at"": ""13/Aug/07 19:07"", ""created_at_epoch"": 1187032020, ""text"": ""See the documentation here:http://cwiki.apache.org/CAMEL/dsl.html""}]",92,https://issues.apache.org/jira/browse/CAMEL-92
New Feature,James Strachan,09/Aug/07 17:36,1186680960,For discussions see this threadhttp://www.nabble.com/Exception-based-routing-tf4226796s22882.html,[],93,https://issues.apache.org/jira/browse/CAMEL-93
Improvement,Claus Ibsen,10/Aug/07 07:15,1186730100,"If we are given a File body, we could optmiise the implementation to use eitherFileChannel. transferFrom()orFileChannel.transferTo()",[],94,https://issues.apache.org/jira/browse/CAMEL-94
Bug,James Strachan,10/Aug/07 07:17,1186730220,Seehttp://www.nabble.com/FileConsumer-to-FileProducer-bug-tf4245175s22882.htmlfor issue and patch,"[{""author"": ""James Strachan"", ""created_at"": ""10/Aug/07 07:21"", ""created_at_epoch"": 1186730460, ""text"": ""See the test casehttps://svn.apache.org/repos/asf/activemq/camel/trunk/camel-core/src/test/java/org/apache/camel/component/file/FileConsumerProducerRouteTest.java""}]",95,https://issues.apache.org/jira/browse/CAMEL-95
Bug,James Strachan,10/Aug/07 11:53,1186746780,"e.g JMSCorrelationID, JMSReplyTo, JMSType",[],96,https://issues.apache.org/jira/browse/CAMEL-96
Improvement,James Strachan,10/Aug/07 15:49,1186760940,"e.g. something likeexception(Validation.class).maximumRetries(3);

from(""foo"").to(""bar"");",[],97,https://issues.apache.org/jira/browse/CAMEL-97
Bug,James Strachan,10/Aug/07 16:48,1186764480,For more details see:http://www.nabble.com/FileConsumer-to-FtpProducer-bug-tf4249639s22882.html,[],98,https://issues.apache.org/jira/browse/CAMEL-98
Improvement,Hadrian Zbarcea,13/Aug/07 14:06,1187013960,jstrachan: I was wondering about moving the LifecycleStrategy and InstrumentationAgent from camel -> camel.spi (as they are kinda internal things for providers of Camel rather than end users) - any objections?,[],99,https://issues.apache.org/jira/browse/CAMEL-99
Improvement,Aaron Crickenberger,13/Aug/07 19:28,1187033280,"This may be moot given the projects' relationship, but it's a recently introduced side effect.  Before the most recent snapshot, I was able to use Camel without any ActiveMQ jar's floating around so long as I never tried to use any ""activemq:queue:foo"" URI's.  Now with the most recent snapshot, the first time I do something that uses AnnotationTypeCoverterLoader, ActiveMQConverter gets loaded, and then causes a NoClassDefFoundError for ActiveMQDestination.",[],100,https://issues.apache.org/jira/browse/CAMEL-100
New Feature,Noah Nordrum,13/Aug/07 23:40,1187048400,"feel free to break out the inner class too...builder to limit throughput on a given route.package org.apache.camel.builder;import org.apache.camel.Exchange;import org.apache.camel.Processor;import org.apache.camel.impl.ServiceSupport;import org.apache.camel.util.ServiceHelper;public class SquelchBuilder extends FromBuilder {private long minMessageSpacingInMs;public SquelchBuilder(FromBuilder parent, long minMessageSpacingInMs){
        super(parent);
        this.minMessageSpacingInMs = minMessageSpacingInMs;
    }public SquelchProcessor createProcessor() throws Exception{
        // lets create a single processor for all child predicates
        final Processor childProcessor = super.createProcessor();
        return new SquelchProcessor(minMessageSpacingInMs, childProcessor);
    }class SquelchProcessor extends ServiceSupport implements Processor {private long minMessageSpacingInMs;private Processor processor;private long nextLetThroughTime;public SquelchProcessor(long minMessageSpacingInMs, Processor processor){
            this.minMessageSpacingInMs = minMessageSpacingInMs;
            this.processor = processor;
        }public void process(Exchange exchange) throws Exception {final long now = System.currentTimeMillis();if (now < nextLetThroughTime){
                final long sleepTime = nextLetThroughTime - now;
                Thread.sleep(sleepTime);
            }processor.process(exchange);nextLetThroughTime = System.currentTimeMillis() + minMessageSpacingInMs; // reset the now}protected void doStart() throws Exception{
            ServiceHelper.startServices(processor);
        }protected void doStop() throws Exception{
            ServiceHelper.stopServices(processor);
        }}}add this method in FromBuilder (might need to change the annotations, not sure how they affect things...)@Fluentpublic SquelchBuilder squelch(@FluentArg(value = ""minMessageSpacingInMs"", element = true)long minMessageSpacingInMs){
        SquelchBuilder answer = new SquelchBuilder(this, minMessageSpacingInMs);
        addProcessBuilder(answer);
        return answer;
    }",[],101,https://issues.apache.org/jira/browse/CAMEL-101
New Feature,Claus Ibsen,14/Aug/07 12:18,1187093880,,[],102,https://issues.apache.org/jira/browse/CAMEL-102
Bug,James Strachan,14/Aug/07 18:22,1187115720,Caused by: java.lang.ClassCastException:org.springframework.context.support.GenericApplicationContextatorg.apache.camel.spring.SpringCamelContext.createInjector(SpringCamelContext.java:147)atorg.apache.camel.impl.DefaultCamelContext.getInjector(DefaultCamelContext.java:322)atorg.apache.camel.impl.DefaultCamelContext.forceLazyInitialization(DefaultCamelContext.java:407)atorg.apache.camel.impl.DefaultCamelContext.doStart(DefaultCamelContext.java:373)atorg.apache.camel.spring.SpringCamelContext.doStart(SpringCamelContext.java:139)atorg.apache.camel.impl.ServiceSupport.start(ServiceSupport.java:38)atorg.apache.camel.spring.CamelContextFactoryBean.onApplicationEvent(CamelContextFactoryBean.java:103)... 20 more,"[{""author"": ""James Strachan"", ""created_at"": ""14/Aug/07 18:57"", ""created_at_epoch"": 1187117820, ""text"": ""I've just committed a patch which I think resolves this - need a test case to be sure...""}, {""author"": ""James Strachan"", ""created_at"": ""17/Aug/07 04:42"", ""created_at_epoch"": 1187325720, ""text"": ""added a test case in CamelContextFactoryBeanTest""}]",103,https://issues.apache.org/jira/browse/CAMEL-103
Task,Hadrian Zbarcea,14/Aug/07 18:34,1187116440,,"[{""author"": ""James Strachan"", ""created_at"": ""14/Aug/07 18:58"", ""created_at_epoch"": 1187117880, ""text"": ""Fancy taking a stab at this one?""}, {""author"": ""James Strachan"", ""created_at"": ""20/Aug/07 16:40"", ""created_at_epoch"": 1187628000, ""text"": ""unflagged the patch available, as there isn't one yet""}, {""author"": null, ""created_at"": ""20/Aug/07 16:43"", ""created_at_epoch"": 1187628180, ""text"": ""It looks like I didn't verify that the patch got attached.  Sorry.I think I found a jira bug though.""}, {""author"": ""James Strachan"", ""created_at"": ""20/Aug/07 17:25"", ""created_at_epoch"": 1187630700, ""text"": ""Patch applied with thanks!""}]",104,https://issues.apache.org/jira/browse/CAMEL-104
